date,open,close,high,low,volume
2016-02-16,179.55074990441992,181.1513941611919,181.33254555535305,179.3711991545155,0
2016-02-17,181.34828029353676,179.6980694987325,181.52962857383028,179.51837142923378,0
2016-02-18,180.39443616642427,181.607863039965,181.78947090300494,180.21404173025783,0
2016-02-19,181.7725197490551,180.7803533314804,181.95429226880415,180.59957297814893,0
2016-02-21,180.43165739230957,180.12953645787658,180.61208904970186,179.9494069214187,0
2016-02-22,179.8496298038578,178.25031420995563,180.02947943366163,178.07206389574569,0
2016-02-23,176.88075920319386,178.13474344256915,178.3128781860117,176.70387844399067,0
2016-02-24,177.4608070445824,177.5993304160784,177.77692974649446,177.2833462375378,0
2016-02-25,177.17020166436555,175.57694005334344,177.3473718660299,175.4013631132901,0
2016-02-26,176.55608479757595,179.38342045257076,179.5628038730233,176.37952871277838,0
2016-02-28,179.8060085917943,179.36271479574796,179.98581460038608,179.1833520809522,0
2016-02-29,177.70514446660175,177.84714913833304,178.02499628747134,177.52743932213514,0
2016-03-01,178.15504885703427,175.78428130643366,178.33320390589128,175.60849702512724,0
2016-03-02,175.42379451524732,173.56312635110595,175.59921830976256,173.38956322475485,0
2016-03-03,172.94275714944322,171.56210788119068,173.11569990659265,171.3905457733095,0
2016-03-04,172.12033637905762,170.51826938454133,172.29245671543666,170.3477511151568,0
2016-03-06,172.22879554850212,171.94535637167004,172.4010243440506,171.77341101529836,0
2016-03-07,172.7897818142267,172.2993705587917,172.9625715960409,172.12707118823292,0
2016-03-08,171.54519629704492,171.7138126503826,171.88552646303296,171.37365110074788,0
2016-03-09,171.43626034928226,170.39234425417072,171.60769660963152,170.22195190991656,0
2016-03-10,170.69719441582401,170.34382655602684,170.8678916102398,170.1734827294708,0
2016-03-11,171.21733595152088,169.56415619826896,171.38855328747238,169.39459204207068,0
2016-03-13,169.49908293829827,168.6207103814362,169.66858202123655,168.45208967105475,0
2016-03-14,168.45837275481173,170.42246946764897,170.5928919371166,168.28991438205693,0
2016-03-15,169.42590232699558,170.36677856527024,170.53714534383548,169.2564764246686,0
2016-03-16,169.28594545809,165.90120569783977,169.45523140354808,165.73530449214192,0
2016-03-17,166.61916368771162,165.60037914883196,166.78578285139932,165.43477876968313,0
2016-03-18,166.79362148839567,167.97211909029127,168.14009120938155,166.62682786690726,0
2016-03-20,168.09864332139315,168.26044073133818,168.4287011720695,167.93054467807175,0
2016-03-21,169.15431300986205,169.05846097966565,169.3234673228719,168.88940251868598,0
2016-03-22,169.378798763771,168.5768347483769,169.54817756253473,168.40825791362855,0
2016-03-23,168.0102958263674,170.78791791085214,170.958705828763,167.84228553054103,0
2016-03-24,171.10951732328172,170.7725486252411,171.28062684060498,170.60177607661583,0
2016-03-25,172.14819571770082,172.41661806029597,172.58903467835626,171.9760475219831,0
2016-03-27,172.24449967276567,172.13447590559167,172.41674417243843,171.9623414296861,0
2016-03-28,173.5271421430298,172.41439157199113,173.7006692851728,172.24197718041913,0
2016-03-29,170.08386706586742,168.73194125996613,170.25395093293326,168.56320931870616,0
2016-03-30,169.45213904782563,168.82327555712206,169.62159118687345,168.65445228156494,0
2016-03-31,168.90635665171786,169.0057419134837,169.17474765539714,168.73745029506614,0
2016-04-01,168.7451443263864,168.06827378588332,168.91388947071277,167.90020551209744,0
2016-04-03,168.3305571468489,169.1841760371828,169.35336021321996,168.16222658970204,0
2016-04-04,167.43133347916063,168.68459842104343,168.85328301946447,167.26390214568147,0
2016-04-05,168.48299322962714,168.75923868316914,168.9279979218523,168.31451023639752,0
2016-04-06,169.06769829256802,168.3221419466809,169.23676599086056,168.1538198047342,0
2016-04-07,169.62983259644278,171.10285731353105,171.27396017084456,169.46020276384633,0
2016-04-08,170.64029206587543,170.34399443769257,170.81093235794128,170.17365044325487,0
2016-04-10,169.59442933822345,169.28707112435282,169.76402376756167,169.11778405322846,0
2016-04-11,168.83867535536075,167.32249165559116,169.0075140307161,167.15516916393557,0
2016-04-12,168.13135096384954,166.5981387637401,168.29948231481336,166.43154062497638,0
2016-04-13,166.8851972394883,168.08610862991517,168.25419473854507,166.7183120422488,0
2016-04-14,167.61801151846254,166.50697741648423,167.78562952998098,166.34047043906776,0
2016-04-15,166.9532089313407,166.38233262274335,167.12016214027201,166.21595029012062,0
2016-04-17,167.95261787387324,167.45369671383517,168.1205704917471,167.28624301712134,0
2016-04-18,168.30202047410776,166.03278460982145,168.47032249458186,165.86675182521162,0
2016-04-19,165.42622781265104,165.4666368832386,165.63210352012183,165.2608015848384,0
2016-04-20,165.18135196169496,164.47720184900044,165.34653331365664,164.31272464715144,0
2016-04-21,164.1397960275888,165.57262792473045,165.73820055265517,163.9756562315612,0
2016-04-22,164.30229219376074,165.08251170932908,165.24759422103838,164.13798990156698,0
2016-04-24,165.5921380913979,165.41802968794244,165.75773022948928,165.2526116582545,0
2016-04-25,165.643658785772,165.55125488696572,165.80930244455774,165.38570363207876,0
2016-04-26,165.5578618129428,167.0620072316421,167.22906923887373,165.39230395112986,0
2016-04-27,166.86213118197117,167.82004829888456,167.98786834718342,166.6952690507892,0
2016-04-28,166.5629808387898,165.36114604462736,166.72954381962856,165.19578489858273,0
2016-04-29,164.9980180811995,166.03766620880927,166.20370387501805,164.83302006311828,0
2016-05-01,165.86554426003684,165.67578920920482,166.03140980429686,165.5101134199956,0
2016-05-02,164.9644846780094,162.83187698968462,165.1294491626874,162.66904511269493,0
2016-05-03,162.69327258986092,167.35040254396793,167.51775294651188,162.53057931727108,0
2016-05-04,167.69062943027163,167.63244625331578,167.85832005970187,167.46481380706246,0
2016-05-05,169.32213258883598,171.8167496435518,171.98856639319533,169.15281045624715,0
2016-05-06,171.97565443976097,172.47780382528853,172.6502816291138,171.8036787853212,0
2016-05-08,172.8796144128956,172.5488812591269,173.05249402730846,172.37633237786775,0
2016-05-09,172.48566609810297,173.4576748866975,173.6311325615842,172.31318043200486,0
2016-05-10,171.6954765950632,171.20258209762704,171.86717207165825,171.0313795155294,0
2016-05-11,171.1783342849571,171.48864707490213,171.660135721977,171.00715595067214,0
2016-05-12,171.5508442088096,172.21280389884114,172.38501670273996,171.37929336460078,0
2016-05-13,174.47840460968737,175.43863357757314,175.6140722111507,174.3039262050777,0
2016-05-15,175.73948200063995,174.74382503168013,175.91522148264056,174.56908120664846,0
2016-05-16,175.01948029238272,173.63796067331876,175.1944997726751,173.46432271264544,0
2016-05-17,173.608568840039,175.2182194535802,175.39343767303376,173.43496027119895,0
2016-05-18,174.1391776560388,175.77860615497048,175.95438476112543,173.96503847838278,0
2016-05-19,176.84616166821044,176.4351759833265,177.02300782987862,176.25874080734317,0
2016-05-20,177.13190349421734,177.29622335373926,177.473519577093,176.9547715907231,0
2016-05-22,178.01517570991768,177.3228821963381,178.1931908856276,177.14555931414176,0
2016-05-23,176.48233112676314,177.92760027618215,178.1055278764583,176.3058487956364,0
2016-05-24,179.23863108402003,178.86807724852886,179.41786971510402,178.68920917128034,0
2016-05-25,177.56063655898956,177.62718020791857,177.80480738812648,177.38307592243058,0
2016-05-26,178.17224632802316,177.73559197137692,178.35041857435118,177.55785637940554,0
2016-05-27,179.76927769071295,180.71759153205107,180.89830912358312,179.58950841302223,0
2016-05-29,179.9887697754748,180.21225537091578,180.39246762628667,179.80878100569933,0
2016-05-30,179.6836996871943,177.7567634979301,179.86338338688145,177.57900673443217,0
2016-05-31,177.8541230751857,177.05258209732557,178.03197719826088,176.87552951522824,0
2016-06-01,176.58758191948058,177.5610203243917,177.73858134471607,176.4109943375611,0
2016-06-02,176.1233966759876,176.19642641890786,176.37262284532676,175.94727327931162,0
2016-06-03,176.2601261813105,173.14894948021472,176.4363863074918,172.97580053073452,0
2016-06-05,172.13033643952963,173.00863631303582,173.18164494934885,171.9582061030901,0
2016-06-06,173.44295173246562,172.53668512166513,173.61639468419807,172.36414843654347,0
2016-06-07,171.70024860048173,169.819536587139,171.8719488490822,169.64971705055186,0
2016-06-08,171.22033094429003,170.7961834204929,171.3915512752343,170.6253872370724,0
2016-06-09,170.0934777687543,171.31387117347163,171.48518504464508,169.92338429098555,0
2016-06-10,171.02190933659855,172.0054871343132,172.1774926214475,170.85088742726197,0
2016-06-12,172.68631421631568,172.47349945766283,172.85900053053197,172.30102595820517,0
2016-06-13,171.35071130988607,171.22781276872058,171.52206202119592,171.05658495595185,0
2016-06-14,171.43936050064207,171.93263752492425,172.10457016244916,171.26792114014142,0
2016-06-15,173.12512603672116,172.53736421998124,173.29825116275785,172.36482685576127,0
2016-06-16,171.07585791693697,171.22639781654843,171.39762421436495,170.90478205902002,0
2016-06-17,171.389772135964,171.32019483229166,171.56116190809993,171.14887463745936,0
2016-06-19,170.60542751659975,170.28919024011128,170.77603294411634,170.11890104987117,0
2016-06-20,170.9927821113046,170.49126984674535,171.16377489341588,170.32077857689862,0
2016-06-21,169.39135934762112,169.31879058801042,169.56075070696872,169.1494717974224,0
2016-06-22,168.1282583229004,166.97479635812596,168.2963865812233,166.80782156176784,0
2016-06-23,167.44349020010355,171.5935298321341,171.7651233619662,167.27604670990345,0
2016-06-24,171.86553177709976,168.85841990100144,172.03739730887685,168.68956148110044,0
2016-06-26,170.4000536898402,170.23010377376593,170.57045374353004,170.05987366999216,0
2016-06-27,170.56925786634227,171.05809409939573,171.2291521934951,170.39868860847594,0
2016-06-28,170.44016568678379,170.08148465982896,170.61060585247054,169.91140317516914,0
2016-06-29,170.2920860288447,169.8270199272484,170.46237811487353,169.65719290732113,0
2016-06-30,170.09433266134442,169.48098982641275,170.26442699400576,169.31150883658634,0
2016-07-01,168.83506179287133,168.00406088848862,169.0038968546642,167.83605682760015,0
2016-07-03,170.8780999714357,169.8695118671775,171.0489780714071,169.69964235531032,0
2016-07-04,170.2948331279726,169.62209809247196,170.46512796110054,169.45247599437948,0
2016-07-05,168.55698619107687,170.61300199011177,170.78361499210186,168.3884292048858,0
2016-07-06,171.2094738335212,169.3557381869911,171.3806833073547,169.1863824488041,0
2016-07-07,168.48994272044223,168.65166503358626,168.82031669861982,168.3214527777218,0
2016-07-08,169.35244600636457,167.93091523023713,169.52179845237092,167.7629843150069,0
2016-07-10,169.0229353055768,169.03411155796087,169.20314566951882,168.85391237027122,0
2016-07-11,168.2979059604259,167.8738922943558,168.4662038663863,167.70601840206146,0
2016-07-12,168.721397509079,168.2066647917486,168.89011890658807,168.03845812695687,0
2016-07-13,168.55379611798085,168.30152307999313,168.72234991409883,168.13322155691313,0
2016-07-14,169.03364788162406,168.29783511861615,169.20268152950567,168.12953728349754,0
2016-07-15,169.96897546551375,171.5998198103438,171.77141963015413,169.79900649004824,0
2016-07-17,170.99170691719792,170.98945533763273,171.1626986241151,170.8184658822951,0
2016-07-18,170.3245561063165,171.73339316541492,171.90512655858032,170.15423155021017,0
2016-07-19,170.93727968937654,171.68492514139962,171.856610066541,170.76634240968716,0
2016-07-20,170.94912433567208,171.0494813933208,171.22053087471411,170.77817521133642,0
2016-07-21,170.982614771257,171.46762640313284,171.63909402953595,170.81163215648576,0
2016-07-22,171.77675559964845,172.07607439743893,172.24815047183634,171.60497884404882,0
2016-07-24,172.36464165145847,172.05323933596486,172.5370062931099,171.8811860966289,0
2016-07-25,172.80195928596973,172.52950296320458,172.97476124525568,172.35697346024136,0
2016-07-26,172.5388752844877,172.8506674854275,173.0235181529129,172.3663364092032,0
2016-07-27,174.1631755765979,172.93165330791336,174.33733875217447,172.75872165460544,0
2016-07-28,172.69749610988706,172.38359231315812,172.87019360599692,172.21120872084495,0
2016-07-29,174.818768148333,173.4357556082555,174.99358691648132,173.26231985264724,0
2016-07-31,174.13146525334793,173.79032729812084,174.30559671860127,173.61653697082272,0
2016-08-01,173.03732307599202,174.57061747833149,174.7451880958098,172.86428575291603,0
2016-08-02,173.62035887536493,172.21991833178296,173.79397923424028,172.04769841345117,0
2016-08-03,172.6421143316116,172.422046455637,172.81475644594317,172.24962440918137,0
2016-08-04,172.22239099077677,171.1026475256236,172.39461338176753,170.93154487809798,0
2016-08-05,171.73148151291596,172.72824213415652,172.90097037629064,171.55975003140304,0
2016-08-07,173.16870141161877,173.32804793989214,173.501375987832,172.99553271020716,0
2016-08-08,173.2636954008164,172.73689238481475,173.4369590962172,172.56415549242993,0
2016-08-09,171.9931838988194,170.63575492174775,172.1651770827182,170.46511916682599,0
2016-08-10,169.30960006043847,169.24578438066524,169.47890966049889,169.07653859628456,0
2016-08-11,168.85349464593486,169.03804118756747,169.20707922875502,168.68464115128893,0
2016-08-12,169.78482776960956,170.62844599383683,170.79907443983066,169.61504294183996,0
2016-08-14,170.66710147965657,170.77865589594498,170.9494345518409,170.4964343781769,0
2016-08-15,169.6839924137908,168.9309308096846,169.85367640620458,168.76199987887492,0
2016-08-16,169.0846346703264,169.19914440559145,169.36834354999704,168.91555003565608,0
2016-08-17,169.53646294971034,168.96651481876913,169.70599941266002,168.79754830395035,0
2016-08-18,168.19317723609709,169.8109915449112,169.98080253645608,168.02498405886098,0
2016-08-19,169.9464031026495,170.14484484859722,170.3149896934458,169.77645669954686,0
2016-08-21,170.70682121787198,171.00611342080077,171.17711953422156,170.5361143966541,0
2016-08-22,169.99333479626628,169.02409605355552,170.16332813106254,168.85507195750196,0
2016-08-23,169.33710199245826,169.72640825689177,169.89613466514865,169.1677648904658,0
2016-08-24,170.22161202142243,169.96706334536654,170.39183363344384,169.7970962820212,0
2016-08-25,170.91978528822563,170.71600544307157,171.09070507351385,170.5452894376285,0
2016-08-26,171.6373131925504,173.3176054541558,173.49092305960994,171.46567587935786,0
2016-08-28,172.15171529203568,172.34330161517897,172.51564491679414,171.97956357674363,0
2016-08-29,171.51493425850256,170.966760586581,171.68644919276105,170.7957938259944,0
2016-08-30,171.42171591140186,172.5795549466892,172.75213450163588,171.25029419549045,0
2016-08-31,173.03643912326316,172.67598958907334,173.20947556238642,172.50331359948427,0
2016-09-01,173.1330399778239,172.71140142320178,173.3061730178017,172.53869002177856,0
2016-09-02,176.1507205895006,175.83883817787589,176.32687131009007,175.66299933969802,0
2016-09-04,176.36684999023936,175.7583360482692,176.54321684022958,175.58257771222094,0
2016-09-05,176.76818885204193,175.8349902706545,176.94495704089394,175.65915528038383,0
2016-09-06,176.67734629258314,175.82283111828943,176.8540236388757,175.64700828717113,0
2016-09-07,176.38214667244813,176.2282295358997,176.55852881912057,176.0520013063638,0
2016-09-08,175.9522188792821,176.64703653820627,176.82368357474445,175.77626666040283,0
2016-09-09,177.31411975728625,179.94469057017713,180.12463526074728,177.13680563752897,0
2016-09-11,179.2149230357972,179.3243599992865,179.50368435928576,179.0357081127614,0
2016-09-12,179.1106652637931,178.81632131716648,179.28977592905687,178.63750499584933,0
2016-09-13,178.3768490380439,179.86423650630348,180.04410074280977,178.19847218900586,0
2016-09-14,179.93537388479012,180.50945352585583,180.68996297938168,179.75543851090532,0
2016-09-15,182.5951555897762,181.27562977815458,182.77775074536595,181.09435414837642,0
2016-09-16,179.6052258355809,180.20478928142006,180.38499407070145,179.42562060974532,0
2016-09-18,181.0964189654914,179.72163593676785,181.27751538445688,179.54191430083108,0
2016-09-19,178.28056128548235,178.13634812756678,178.45884184676783,177.9582117794392,0
2016-09-20,177.722752730313,177.37227506928255,177.9004754830433,177.19490279421328,0
2016-09-21,178.33397587696743,176.54189769263135,178.51230985284437,176.36535579493872,0
2016-09-22,176.59850730610097,176.5823126124411,176.77510581340704,176.40573029982863,0
2016-09-23,175.64246400660372,175.84058385897788,176.01642444283684,175.4668215425971,0
2016-09-25,175.4469691048601,175.32953009730872,175.62241607396496,175.1542005672114,0
2016-09-26,175.93371150415058,174.87330296786376,176.10964521565472,174.6984296648959,0
2016-09-27,174.23508983909116,174.1283183979339,174.40932492893023,173.95419007953595,0
2016-09-28,174.33393645582882,173.70426133974527,174.50827039228463,173.53055707840554,0
2016-09-29,173.73954583025719,175.25598713769787,175.43124312483556,173.56580628442694,0
2016-09-30,174.67968623992786,174.08196035547556,174.85436592616776,173.9078783951201,0
2016-10-02,175.92736586915137,176.04460173988943,176.2206463416293,175.75143850328223,0
2016-10-03,176.59906625920976,176.4146598882187,176.77566532546896,176.23824522833047,0
2016-10-04,174.63329577753726,175.2623782551221,175.43764063337719,174.45866248175972,0
2016-10-05,175.42655323725964,176.18121997727232,176.35740119724957,175.25112668402238,0
2016-10-06,175.5983133971379,176.20333722252175,176.37954055974424,175.42271508374077,0
2016-10-07,176.94106321582677,176.73111060353892,177.1180042790426,176.5543794929354,0
2016-10-09,175.54044455863828,175.79699815836986,175.9727951565282,175.36490411407965,0
2016-10-10,175.6931381081262,176.7848046437141,176.96158944835778,175.51744497001806,0
2016-10-11,177.23920773877964,176.5538478714479,177.4164469465184,176.37729402357647,0
2016-10-12,177.3265493225566,178.32916545670676,178.50749462216345,177.14922277323404,0
2016-10-13,177.260673350427,176.11529165721024,177.43793402377742,175.93917636555304,0
2016-10-14,175.81879064194945,175.05929926670717,175.99460943259137,174.88423996744046,0
2016-10-16,174.58511268865135,175.023901510594,175.19892541210456,174.4105275759627,0
2016-10-17,174.45061780419041,172.8606086527127,174.6250684219946,172.68774804406,0
2016-10-18,174.40797482097005,174.33523284721645,174.582382795791,174.16089761436922,0
2016-10-19,174.6923156698148,174.5739958988629,174.8670079854846,174.39942190296404,0
2016-10-20,173.47006474832963,174.56371695091366,174.73828066786456,173.2965946835813,0
2016-10-21,175.37698871398922,175.89111494784558,176.0670060627934,175.20161172527523,0
2016-10-23,177.79206240634343,177.72897000067908,177.96985446874976,177.5512410306784,0
2016-10-24,178.64346130087014,178.40663004023628,178.822104762171,178.22822341019605,0
2016-10-25,177.06376287550526,175.60473110081156,177.24082663838075,175.42912636971076,0
2016-10-26,175.18329700592437,176.48132544819345,176.65780677364162,175.00811370891844,0
2016-10-27,177.59812676880165,178.29725834717635,178.4755556055235,177.42052864203285,0
2016-10-28,177.67332051248763,177.6756597967792,177.85333545657596,177.49564719197514,0
2016-10-30,178.31495567907584,177.78754920852438,178.4932706347549,177.60976165931586,0
2016-10-31,178.4626416762938,177.48279554703157,178.64110431797008,177.30531275148454,0
2016-11-01,176.6590504132416,177.14765374579534,177.32480139954112,176.48239136282837,0
2016-11-02,177.0975274094388,176.32554841966106,177.27462493684823,176.1492228712414,0
2016-11-03,173.4820822552258,173.08225506269497,173.65556433748102,172.90917280763227,0
2016-11-04,172.18341982084996,172.38992858947276,172.56231851806223,172.01123640102912,0
2016-11-06,172.07663256701468,172.11699929475455,172.28911629404928,171.90455593444767,0
2016-11-07,171.02614060692872,170.44414703825905,171.19716674753562,170.27370289122078,0
2016-11-08,171.86486572995724,174.23877111083453,174.41300988194536,171.6930008642273,0
2016-11-09,172.96157976793458,171.49836788655878,173.1345413477025,171.32686951867223,0
2016-11-10,171.1077414821288,172.08046788676285,172.2525483546496,170.93663374064667,0
2016-11-11,172.20263037783772,173.79306372451046,173.96685678823496,172.0304277474599,0
2016-11-13,175.17893607317254,175.086080535453,175.3541150092457,174.91099445491753,0
2016-11-14,173.80709575411737,173.5610012821617,173.98090284987146,173.38744028087953,0
2016-11-15,174.58637372179112,174.76212095221916,174.93688307317137,174.41178734806934,0
2016-11-16,174.76891687708226,176.42806368988536,176.60449175357522,174.5941479602052,0
2016-11-17,175.54121803845052,177.59760890515727,177.7752065140624,175.36567682041206,0
2016-11-18,178.0033408038594,179.51118522671027,179.69069641193695,177.82533746305555,0
2016-11-20,179.7550033125087,179.87527196675407,180.0551472387208,179.57524830919618,0
2016-11-21,179.3268237410643,177.52095075259317,179.50615056480532,177.34342980184059,0
2016-11-22,177.57957212845997,176.9624448438541,177.75715170058842,176.78548239901022,0
2016-11-23,176.61119637009273,177.8279987212246,178.0058267199458,176.43458517372264,0
2016-11-24,177.9266597695967,176.54513750284224,178.1045864293663,176.3685923653394,0
2016-11-25,177.1464449603774,177.079722237999,177.32359140533777,176.902642515761,0
2016-11-27,178.36026265136266,177.48954929982523,178.538622914014,177.3120597505254,0
2016-11-28,176.38144246541685,176.40267703852962,176.57907971556813,176.20506102295144,0
2016-11-29,178.31583529604933,178.36593875802606,178.54430469678408,178.13751946075328,0
2016-11-30,176.610261956425,178.19820928420037,178.37640749348455,176.43365169446858,0
2016-12-01,178.0652766508195,177.98357769521485,178.2433419274703,177.80559411751963,0
2016-12-02,178.51963683657226,177.50161883453885,178.6981564734088,177.32411721570432,0
2016-12-04,177.86244388786943,177.80515130256458,178.04030633175728,177.627346151262,0
2016-12-05,177.22909673326905,177.06513213491294,177.4063258300023,176.88806700277803,0
2016-12-06,176.87518721070347,177.57039328769162,177.7479636809793,176.69831202349278,0
2016-12-07,177.126712428091,175.51309759890736,177.30383914051907,175.33758450130847,0
2016-12-08,174.98936181832912,175.90913588117238,176.08504501705352,174.8143724565108,0
2016-12-09,176.67014580764211,176.9810093281364,177.15799033746453,176.49347566183448,0
2016-12-11,177.3629032274048,177.12728882909667,177.54026613063218,176.95016154026757,0
2016-12-12,176.502307398724,175.56938009319956,176.6788097061227,175.39381071310635,0
2016-12-13,176.3765004729325,176.3765004729325,176.5528769734054,176.20012397245955,0
2016-12-14,176.65928330521155,178.34472270717208,178.52306742987923,176.48262402190633,0
2016-12-15,179.08583601027144,180.53827785374563,180.71881613159934,178.90675017426116,0
2016-12-16,181.11077328647764,182.63415116225192,182.81678531341416,180.92966251319115,0
2016-12-18,182.3328792430349,182.06283054640505,182.51521212227792,181.88076771585864,0
2016-12-19,181.54396207025184,182.52515901397834,182.7076841729923,181.36241810818157,0
2016-12-20,183.21520705848994,183.04863860202042,183.39842226554842,182.8655899634184,0
2016-12-21,183.60873496829907,184.2482921132969,184.43254040541018,183.4251262333308,0
2016-12-22,184.22887200809427,185.02682031120844,185.21184713151962,184.04464313608617,0
2016-12-23,185.14144417049255,185.85615645584164,186.04201261229747,184.95630272632206,0
2016-12-25,187.2121907659538,186.681003710455,187.39940295671974,186.49432270674455,0
2016-12-26,186.12534885898395,186.34824415651886,186.53459240067536,185.93922351012498,0
2016-12-27,186.8629385519514,186.34137368659452,187.04980149050334,186.15503231290793,0
2016-12-28,186.15264359037428,186.07254348555918,186.33879623396464,185.88647094207363,0
2016-12-29,185.86686363229327,185.0756456593171,186.05273049592554,184.8905700136578,0
2016-12-30,186.09387126403942,186.96988073926696,187.1568506200062,185.9077773927754,0
